ID,Approved,symbol,Approved,name,Status,Previous,symbols,Alias,symbols,Chromosome,Accession,numbers,RefSeq,IDs,,,,,,,,,,
SPANXN5,SPANX,family,member,N5,Approved,"SPANX-N5,",CT11.10,Xp11.22,NM_001009616,,,,,,,,,,,,,,,
SPG16,spastic,paraplegia,16,"(complicated,",X-linked,recessive),Entry,Withdrawn,Xq11.2,,,,,,,,,,,,,,,
SPIN2A,spindlin,family,member,2A,Approved,SPIN2,"DXF34,",TDRD25,Xp11.21,Y09858,NM_019003,,,,,,,,,,,,,
SPIN2B,spindlin,family,member,2B,Approved,"SPIN-2,",TDRD26,Xp11.21,AF356353,NM_001006681,,,,,,,,,,,,,,
SPIN2P1,SPIN2,family,pseudogene,1,Approved,Xp11.21,NG_022603,,,,,,,,,,,,,,,,,
SPIN3,spindlin,family,member,3,Approved,TDRD27,Xp11.21,AL832091,NM_001010862,,,,,,,,,,,,,,,
SPIN4,spindlin,family,member,4,Approved,"FLJ44984,",TDRD28,Xq11.1,AK126931,NM_001012968,,,,,,,,,,,,,,
SPIN4-AS1,SPIN4,antisense,RNA,1,Approved,Xq11.1,,,,,,,,,,,,,,,,,,
SPRING1P2,SPRING1,pseudogene,2,Approved,Xq26.1,NG_022703,,,,,,,,,,,,,,,,,,
SPRY3,sprouty,RTK,signaling,antagonist,3,Approved,HSPRY3,Xq28,and,Yq12,AF041038,NM_005840,,,,,,,,,,,,
SPRYD7P1,SPRY,domain,containing,7,pseudogene,1,Approved,Xq21.1,,,,,,,,,,,,,,,,
SRD5A1P1,steroid,5,alpha-reductase,1,pseudogene,1,Approved,SRD5AP1,Xq27.1,M68887,NG_001196,,,,,,,,,,,,,
SRD5A2P1,SRD5A2,pseudogene,1,Approved,Xq28,,,,,,,,,,,,,,,,,,,
SRIP2,sorcin,pseudogene,2,Approved,Xq21.31,,,,,,,,,,,,,,,,,,,
SRIP3,sorcin,pseudogene,3,Approved,Yp11.2,,,,,,,,,,,,,,,,,,,
SRPK3,SRSF,protein,kinase,3,Approved,STK23,MSSK1,Xq28,AF027406,NM_014370,,,,,,,,,,,,,,
SRPX,sushi,repeat,containing,protein,X-linked,Approved,"ETX1,",SRPX1,Xp11.4,U78093,NM_006307,,,,,,,,,,,,,
SRPX2,sushi,repeat,containing,protein,X-linked,2,Approved,SRPUL,Xq22.1,AF393649,NM_014467,,,,,,,,,,,,,
SRRM1P3,serine/arginine,repetitive,matrix,1,pseudogene,3,Approved,Xq26.3,,,,,,,,,,,,,,,,
SRS,symbol,"withdrawn,",see,[HGNC:11123](/data/gene-symbol-report/#!/hgnc_id/HGNC:11123),Symbol,Withdrawn,Xp21,,,,,,,,,,,,,,,,,
SRSF2P1,SRSF2,pseudogene,1,Approved,Xp21.1,NG_022653,,,,,,,,,,,,,,,,,,
SRSF6P1,SRSF6,pseudogene,1,Approved,Xp11.3,NG_022660,,,,,,,,,,,,,,,,,,
SRY,sex,determining,region,Y,Approved,TDF,Yp11.2,,,,,,,,,,,,,,,,,
SSBL2P,small,RNA,binding,exonuclease,protection,factor,La,like,"2,",pseudogene,Approved,Xq11.1,NG_022663,,,,,,,,,,,
SSR4,signal,sequence,receptor,subunit,4,Approved,TRAPD,Xq28,BC032351,NM_006280,,,,,,,,,,,,,,
SSU72P1,SSU72,pseudogene,1,Approved,Xq23,,,,,,,,,,,,,,,,,,,
SSX1,SSX,family,member,1,Approved,CT5.1,Xp11.23,BC001003,NM_005635,,,,,,,,,,,,,,,
SSX2,SSX,family,member,2,Approved,SSX,"HOM-MEL-40,","HD21,","MGC3884,","MGC15364,","MGC119055,",CT5.2a,Xp11.22,Z49105,NM_003147,,,,,,,,,
SSX2B,SSX,family,member,2B,Approved,CT5.2b,Xp11.22,,,,,,,,,,,,,,,,,
SSX3,SSX,family,member,3,Approved,CT5.3,Xp11.23,U90840,NM_021014,,,,,,,,,,,,,,,
SSX4,SSX,family,member,4,Approved,CT5.4,Xp11.23,,,,,,,,,,,,,,,,,
SSX4B,SSX,family,member,4B,Approved,OTTHUMT00000056510,Xp11.23,,,,,,,,,,,,,,,,,
SSX5,SSX,family,member,5,Approved,Xp11.23,BC016640,NM_021015,,,,,,,,,,,,,,,,
SSX6P,SSX,family,member,"6,",pseudogene,Approved,"SSXP2,",SSX6,psiSSX2,Xp11.23,BK000686,NR_028366,,,,,,,,,,,,
SSX7,SSX,family,member,7,Approved,Xp11.22,BK000687,NM_173358,,,,,,,,,,,,,,,,
SSX8P,SSX,family,member,"8,",pseudogene,Approved,SSX8,Xp11.22,BK000688,NR_027250,,,,,,,,,,,,,,
SSX9P,SSX,family,member,"9,",pseudogene,Approved,SSX9,Xp11.23,BK000689,NR_073393,,,,,,,,,,,,,,
SSX10,symbol,"withdrawn,",see,[HGNC:30641](/data/gene-symbol-report/#!/hgnc_id/HGNC:30641),Symbol,Withdrawn,Xp11.22,,,,,,,,,,,,,,,,,
SSX11P,SSX,family,member,"11,",pseudogene,Approved,SSXP1,psiSSX1,Xp11.22,NG_033927,,,,,,,,,,,,,,
SSX13P,SSX,family,member,"13,",pseudogene,Approved,SSXP3,psiSSX3,Xp11.23,NG_002580,,,,,,,,,,,,,,
SSX14P,SSX,family,member,"14,",pseudogene,Approved,"SSX10,",SSXP4,psiSSX4,Xp11.22,NG_002578,,,,,,,,,,,,,
SSX15P,SSX,family,member,"15,",pseudogene,Approved,SSXP5,psiSSX5,Xp11.22,NG_002579,,,,,,,,,,,,,,
SSX16P,SSX,family,member,"16,",pseudogene,Approved,SSXP6,psiSSX6,Xp11.23,NG_002585,,,,,,,,,,,,,,
SSX17P,SSX,family,member,"17,",pseudogene,Approved,SSXP7,psiSSX7,Xp11.23,NG_002587,,,,,,,,,,,,,,
SSX18P,SSX,family,member,"18,",pseudogene,Approved,psiSSX8,Xp11.23,NG_026695,,,,,,,,,,,,,,,
SSX19P,SSX,family,member,"19,",pseudogene,Approved,SSXP9,psiSSX9,Xp11.23,NG_002584,,,,,,,,,,,,,,
SSX20P,SSX,family,member,"20,",pseudogene,Approved,Xp11.23,,,,,,,,,,,,,,,,,
SSX21P,SSX,family,member,"21,",pseudogene,Approved,Xp11.22,,,,,,,,,,,,,,,,,
SSXP2,symbol,"withdrawn,",see,[HGNC:19652](/data/gene-symbol-report/#!/hgnc_id/HGNC:19652),Symbol,Withdrawn,psiSSX2,X,,,,,,,,,,,,,,,,
SSXP8,SSX,family,pseudogene,8,Entry,Withdrawn,Xp11.23,,,,,,,,,,,,,,,,,
ST13P18,"ST13,",Hsp70,interacting,protein,pseudogene,18,Approved,Xq21.32,NG_022623,,,,,,,,,,,,,,,
STAG2,STAG2,cohesin,complex,component,Approved,"SA-2,","SCC3B,",SA2,Xq25,Z75331,NM_006603,,,,,,,,,,,,,
STAG2-AS1,STAG2,antisense,RNA,1,Approved,Xq25,NR_130770,,,,,,,,,,,,,,,,,
STARD8,StAR,related,lipid,transfer,domain,containing,8,Approved,"KIAA0189,",ARHGAP38,Xq13.1,D80011,NM_014725,,,,,,,,,,,
STAU2P1,STAU2,pseudogene,1,Approved,Xq21.31,NG_022618,,,,,,,,,,,,,,,,,,
STEEP1,STING1,ER,exit,protein,1,Approved,CXorf56,FLJ22965,Xq24,AK026618,NM_022101,,,,,,,,,,,,,
STIP1P3,stress,induced,phosphoprotein,1,pseudogene,3,Approved,Xq21.2,,,,,,,,,,,,,,,,
STK24P1,serine/threonine,kinase,24,pseudogene,1,Approved,Xq26.3,,,,,,,,,,,,,,,,,
STK26,serine/threonine,kinase,26,Approved,"MST4,",MASK,Xq26.2,AB040057,NM_016542,,,,,,,,,,,,,,,
STS,steroid,sulfatase,Approved,ARSC1,ARSC,Xp22.31,M16505,NM_000351,,,,,,,,,,,,,,,,
STSP1,steroid,sulfatase,(microsomal),pseudogene,1,Approved,STSP,STS-Y,Yq11.221,M23946,,,,,,,,,,,,,,
SUMO2P21,SUMO2,pseudogene,21,Approved,Xq23,NG_005816,,,,,,,,,,,,,,,,,,
SUPT20HL1,SUPT20H,like,1,Approved,FAM48B1,SPT20L,Xp22.11,AY736017,NM_001136234,,,,,,,,,,,,,,,
SUPT20HL2,SUPT20H,like,2,Approved,FAM48B2,Xp22.11,NM_001136233,,,,,,,,,,,,,,,,,
SURF6P1,surfeit,6,pseudogene,1,Approved,Yq11.222,,,,,,,,,,,,,,,,,,
SUV39H1,SUV39H1,histone,lysine,methyltransferase,Approved,SUV39H,KMT1A,Xp11.23,AF019968,NM_003173,,,,,,,,,,,,,,
SYAP1,synapse,associated,protein,1,Approved,"FLJ14495,",PRO3113,Xp22.2,AF338728,NM_032796,,,,,,,,,,,,,,
SYN1,synapsin,I,Approved,MRX50,Xp11.3-p11.23,NM_006950,,,,,,,,,,,,,,,,,,
SYP,synaptophysin,Approved,MRX96,Xp11.23,X06389,NM_003179,,,,,,,,,,,,,,,,,,
SYP-AS1,SYP,antisense,RNA,1,Approved,Xp11.23,,,,,,,,,,,,,,,,,,
SYTL4,synaptotagmin,like,4,Approved,Xq22.1,NM_080737,,,,,,,,,,,,,,,,,,
SYTL5,synaptotagmin,like,5,Approved,Xp11.4,NM_138780,,,,,,,,,,,,,,,,,,
TAB3,TGF-beta,activated,kinase,1,(MAP3K7),binding,protein,3,Approved,MAP3K7IP3,Xp21.2,AY331591,NM_152787,,,,,,,,,,,
TAB3-AS1,TAB3,antisense,RNA,1,Approved,CXorf29,OTTHUMG00000021331,Xp21.2,,,,,,,,,,,,,,,,
TAB3-AS2,TAB3,antisense,RNA,2,Approved,Xp21.2,BI002962,,,,,,,,,,,,,,,,,
TAB3P1,TGF-beta,activated,kinase,1/MAP3K7,binding,protein,3,pseudogene,1,Approved,Yq11.221,,,,,,,,,,,,,
TAF1,TATA-box,binding,protein,associated,factor,1,Approved,"TAF2A,","BA2R,","CCG1,","CCGS,",DYT3,"NSCL2,","TAFII250,","KAT4,",DYT3/TAF1,Xq13.1,NM_004606,,,,,,
TAF7L,TATA-box,binding,protein,associated,factor,7,like,Approved,TAF2Q,CT40,Xq22.1,AF285595,,,,,,,,,,,,
TAF9B,TATA-box,binding,protein,associated,factor,9b,Approved,TAF9L,"TAFII31L,","DN-7,","DN7,",TFIID-31,Xq21.1,AF220509,NM_015975,,,,,,,,,
TAF9P1,TATA-box,binding,protein,associated,factor,9,pseudogene,1,Approved,Yq11.222,NG_002930,,,,,,,,,,,,,
TAF9P2,TATA-box,binding,protein,associated,factor,9,pseudogene,2,Approved,Yq11.222,NG_002931,,,,,,,,,,,,,
TAFAZZIN,"tafazzin,",phospholipid-lysophospholipid,transacylase,Approved,"CMD3A,","EFE2,","EFE,",TAZ,"BTHS,","G4.5,",TAZ1,Xq28,X92762,,,,,,,,,,,
TAS2R22P,taste,2,receptor,member,22,pseudogene,Approved,TAS2R22,T2R22,12,not,on,reference,assembly,AX097735,,,,,,,,,
TAS2R33,taste,2,receptor,member,33,Approved,T2R33,12,not,on,reference,assembly,AX097751,,,,,,,,,,,
TAS2R36,taste,2,receptor,member,36,Approved,T2R36,12,not,on,reference,assembly,AX097755,,,,,,,,,,,
TAS2R37,taste,2,receptor,member,37,pseudogene,Approved,T2R37,12,not,on,reference,assembly,AX097757,,,,,,,,,,
TASL,TLR,adaptor,interacting,with,endolysosomal,SLC15A4,Approved,CXorf21,FLJ11577,Xp21.2,BC020611,NM_025159,,,,,,,,,,,,
TATDN2P1,TatD,DNase,domain,containing,2,pseudogene,1,Approved,Xp11.3,,,,,,,,,,,,,,,
TBC1D8B,TBC1,domain,family,member,8B,Approved,"FLJ20298,","RP11-321G1.1,",GRAMD8B,Xq22.3,AK123957,NM_017752,,,,,,,,,,,,
TBC1D25,TBC1,domain,family,member,25,Approved,OATL1,Xp11.23,L08240,NM_002536,,,,,,,,,,,,,,
TBCAP1,tubulin,folding,cofactor,A,pseudogene,1,Approved,Xp21.1,NG_004790,,,,,,,,,,,,,,,
TBL1X,transducin,beta,like,1,X-linked,Approved,TBL1,EBI,Xp22.31-p22.2,Y12781,NM_005647,,,,,,,,,,,,,
TBL1Y,transducin,beta,like,1,Y-linked,Approved,TBL1,Yp11.2,AF332220,NM_033284,,,,,,,,,,,,,,
TBL1YP1,transducin,beta,like,1,Y-linked,pseudogene,1,Approved,Yq11.223,NG_002819,,,,,,,,,,,,,,
TBX22,T-box,transcription,factor,22,Approved,"CPX,",CLPA,Xq21.1,AL031000,NM_016954,,,,,,,,,,,,,,
TCEAL1,transcription,elongation,factor,A,like,1,Approved,"p21,","pp21,","SIIR,","P21,",WEX9,Xq22.2,M99701,NM_004780,,,,,,,,,
TCEAL2,transcription,elongation,factor,A,like,2,Approved,"my048,","MY0876G05,",WEX1,Xq22.1,AF325115,NM_080390,,,,,,,,,,,
TCEAL3,transcription,elongation,factor,A,like,3,Approved,"MGC15737,",WEX8,Xq22.2,BC008703,NM_032926,,,,,,,,,,,,
TCEAL3-AS1,TCEAL3,antisense,RNA,1,Approved,Xq22.2,AV651489,,,,,,,,,,,,,,,,,
TCEAL4,transcription,elongation,factor,A,like,4,Approved,"FLJ21174,",WEX7,Xq22.2,AF314542,NM_024863,,,,,,,,,,,,
TCEAL5,transcription,elongation,factor,A,like,5,Approved,WEX4,Xq22.1,NM_001012979,,,,,,,,,,,,,,
TCEAL6,transcription,elongation,factor,A,like,6,Approved,WEX2,Xq22.1,BC071675,NM_001006938,,,,,,,,,,,,,
TCEAL7,transcription,elongation,factor,A,like,7,Approved,"MGC23947,",WEX5,Xq22.2,BC016786,NM_152278,,,,,,,,,,,,
TCEAL8,transcription,elongation,factor,A,like,8,Approved,"MGC45400,",WEX3,Xq22.1,AL833632,NM_153333,,,,,,,,,,,,
TCEAL9,transcription,elongation,factor,A,like,9,Approved,WBP5,"DKFZp313K1940,",WEX6,Xq22.2,BC023544,NM_016303,,,,,,,,,,,
TCEANC,transcription,elongation,factor,A,N-terminal,and,central,domain,containing,Approved,"MGC17403,",TCEANC1,Xp22.2,NM_152634,,,,,,,,,,
TCEB1P25,symbol,"withdrawn,",see,[HGNC:38160](/data/gene-symbol-report/#!/hgnc_id/HGNC:38160),Symbol,Withdrawn,Yq12,,,,,,,,,,,,,,,,,
TCERG1P1,TCERG1,pseudogene,1,Approved,Xq23,NG_026877,,,,,,,,,,,,,,,,,,
TCP11X1,t-complex,11,"family,",X-linked,1,Approved,Xq22.1,,,,,,,,,,,,,,,,,
TCP11X2,t-complex,11,"family,",X-linked,2,Approved,Xq22.1,,,,,,,,,,,,,,,,,
TCP11X3P,t-complex,11,"family,",X-linked,"3,",pseudogene,Approved,Xq22.1,,,,,,,,,,,,,,,,
TDD,symbol,"withdrawn,",see,[HGNC:385](/data/gene-symbol-report/#!/hgnc_id/HGNC:385),Symbol,Withdrawn,X,,,,,,,,,,,,,,,,,
TEKT4P1,tektin,4,pseudogene,1,Approved,Yq11.1,XM_002344445,,,,,,,,,,,,,,,,,
TENM1,teneurin,transmembrane,protein,1,Approved,"ODZ3,","TNM,",ODZ1,"TEN-M1,",TEN1,Xq25,AF100772,NM_014253,,,,,,,,,,,
TENT5D,terminal,nucleotidyltransferase,5D,Approved,FAM46D,"MGC26999,","CT1.26,",CT112,Xq21.1,BX537938,NM_152630,,,,,,,,,,,,,
TERF1P4,TERF1,pseudogene,4,Approved,Xq21.1,,,,,,,,,,,,,,,,,,,
TERF1P7,TERF1,pseudogene,7,Approved,Xq13.3,,,,,,,,,,,,,,,,,,,
TEX11,testis,expressed,11,Approved,"TSGA3,","TGC1,","ZIP4,","ZIP4H,","MZIP4,",Spo22,Xp11,AF285594,,,,,,,,,,,,
TEX13A,testis,expressed,13A,Approved,Xq22.3,AF285597,NM_031274,,,,,,,,,,,,,,,,,
TEX13B,testis,expressed,13B,Approved,"TSGA5,",TGC3B,Xq22.3,AF285598,,,,,,,,,,,,,,,,
TEX13C,TEX13,family,member,C,Approved,Xq25,,,,,,,,,,,,,,,,,,
TEX13D,TEX13,family,member,D,Approved,Xq25,,,,,,,,,,,,,,,,,,
TEX16P,testis,expressed,"16,",pseudogene,Approved,Xq21.1,,,,,,,,,,,,,,,,,,
TEX28,testis,expressed,28,Approved,CXorf2,fTEX,Xq28,U93720,NM_001586,,,,,,,,,,,,,,,
TEX28P1,TEX28,pseudogene,1,Approved,pTEX,Xq28,NG_005787,,,,,,,,,,,,,,,,,
TEX28P2,TEX28,pseudogene,2,Approved,"pTEX,",CXorf2B,Xq28,XM_927078,,,,,,,,,,,,,,,,
TEX28P3,TEX28,pseudogene,3,Approved,Xq28,,,,,,,,,,,,,,,,,,,
TEX101P1,TEX101,pseudogene,1,Approved,Xq22.1,,,,,,,,,,,,,,,,,,,
TFDP1P2,TFDP1,pseudogene,2,Approved,Xp21.1,NG_006953,,,,,,,,,,,,,,,,,,
TFDP3,transcription,factor,Dp,family,member,3,Approved,"HCA661,","E2F-like,",CT30,Xq26.2,AF219119,NM_016521,,,,,,,,,,,
TFE3,transcription,factor,binding,to,IGHM,enhancer,3,Approved,"TFEA,",bHLHe33,Xp11.23,X96717,NM_006521,,,,,,,,,,,
TGCT1,testicular,germ,cell,tumor,susceptibility,1,Entry,Withdrawn,Xq27,,,,,,,,,,,,,,,
TGIF2LX,TGFB,induced,factor,homeobox,2,like,X-linked,Approved,Xq21.31,AF497480,NM_138960,,,,,,,,,,,,,
TGIF2LY,TGFB,induced,factor,homeobox,2,like,Y-linked,Approved,Yp11.2,AF332223,NM_139214,,,,,,,,,,,,,
THAP12P1,THAP,domain,containing,12,pseudogene,1,Approved,PRKRIRP1,Xq13.2,NG_022612,,,,,,,,,,,,,,
THAS,thoracoabdominal,syndrome,Entry,Withdrawn,X,,,,,,,,,,,,,,,,,,,
THC,symbol,"withdrawn,",see,[HGNC:12731](/data/gene-symbol-report/#!/hgnc_id/HGNC:12731),Symbol,Withdrawn,Xp21-p11,,,,,,,,,,,,,,,,,
THOC2,THO,complex,subunit,2,Approved,"CXorf3,","MRX12,",MRX35,"THO2,",dJ506G2.1,Xq25,AF441770,,,,,,,,,,,,
TIMM8A,translocase,of,inner,mitochondrial,membrane,8A,Approved,DFN1,"DDP,",MTS,Xq22.1,U66035,NM_004085,,,,,,,,,,,
TIMM8BP2,translocase,of,inner,mitochondrial,membrane,8B,pseudogene,2,Approved,Xq26.2,,,,,,,,,,,,,,
TIMM17B,translocase,of,inner,mitochondrial,membrane,17B,Approved,"DXS9822,",JM3,Xp11.23,AF034790,NM_005834,,,,,,,,,,,,
TIMP1,TIMP,metallopeptidase,inhibitor,1,Approved,"TIMP,",CLGI,EPO,Xp11.3,NM_003254,,,,,,,,,,,,,,
TIPINP1,TIPIN,pseudogene,1,Approved,Xp11.22,,,,,,,,,,,,,,,,,,,
TJAP1P1,TJAP1,pseudogene,1,Approved,Xq25,NG_011687,,,,,,,,,,,,,,,,,,
TKCR,"torticollis,","keloids,",cryptorchidism,and,renal,dysplasia,Entry,Withdrawn,TKC,Xq28-qter,,,,,,,,,,,,,,
TKTL1,transketolase,like,1,Approved,"TKR,",TKT2,Xq28,X91817,NM_012253,,,,,,,,,,,,,,,
TLE1P1,TLE,family,member,1,pseudogene,1,Approved,Xq12,NG_022665,,,,,,,,,,,,,,,
TLR7,toll,like,receptor,7,Approved,Xp22.2,AF240467,NM_016562,,,,,,,,,,,,,,,,
TLR8,toll,like,receptor,8,Approved,"CD288,",hTLR8,Xp22.2,AF246971,NM_016610,,,,,,,,,,,,,,
TLR8-AS1,TLR8,antisense,RNA,1,Approved,Xp22.2,,,,,,,,,,,,,,,,,,
TM9SF5P,transmembrane,9,superfamily,member,"5,",pseudogene,Approved,Xq26.3,,,,,,,,,,,,,,,,
TMEM30BP1,TMEM30B,pseudogene,1,Approved,Xq24,NG_056227,,,,,,,,,,,,,,,,,,
TMEM31,transmembrane,protein,31,Approved,MGC39655,Xq22.2,BC029575,NM_182541,,,,,,,,,,,,,,,,
TMEM35A,transmembrane,protein,35A,Approved,TMEM35,"FLJ14084,","TUF-1,",NACHO,Xq22.1,AK024146,NM_021637,,,,,,,,,,,,,
TMEM47,transmembrane,protein,47,Approved,TM4SF10,"BCMP1,","DKFZP761J17121,","DKFZp564E153,",VAB-9,Xp21.1,AK090917,NM_031442,,,,,,,,,,,,
TMEM164,transmembrane,protein,164,Approved,"FLJ22679,",RP13-360B22.2,Xq23,AK094127,NM_032227,,,,,,,,,,,,,,,
TMEM167AP1,transmembrane,protein,167A,pseudogene,1,Approved,Yq11.223,NG_002949,,,,,,,,,,,,,,,,
TMEM184CP1,TMEM184C,pseudogene,1,Approved,Xq21.31,NG_022617,,,,,,,,,,,,,,,,,,
TMEM185A,transmembrane,protein,185A,Approved,"CXorf13,","FAM11A,",FRAXF,Xq28,AF353675,NM_032508,,,,,,,,,,,,,,
TMEM185AP1,transmembrane,protein,185A,pseudogene,1,Approved,TMEM185AL,Xq28,,,,,,,,,,,,,,,,
TMEM187,transmembrane,protein,187,Approved,CXorf12,"ITBA1,",DXS9878E,Xq28,X92475,NM_003492,,,,,,,,,,,,,,
TMEM230P1,TMEM230,pseudogene,1,Approved,Xq22.3,,,,,,,,,,,,,,,,,,,
TMEM255A,transmembrane,protein,255A,Approved,FAM70A,FLJ20716,Xq24,BC047054,NM_017938,,,,,,,,,,,,,,,
TMEM257,symbol,"withdrawn,",see,[HGNC:13449](/data/gene-symbol-report/#!/hgnc_id/HGNC:13449),Symbol,Withdrawn,CXorf1,Xq27.3,,,,,,,,,,,,,,,,
TMLHE,trimethyllysine,"hydroxylase,",epsilon,Approved,"TMLH,","FLJ10727,","BBOX2,",XAP130,Xq28,"AF373407,",X97513,NM_018196,,,,,,,,,,,,
TMLHE-AS1,TMLHE,antisense,RNA,1,Approved,Xq28,BC042086,NR_039991,,,,,,,,,,,,,,,,
TMLHEP1,TMLHE,pseudogene,1,Approved,Xq28,,,,,,,,,,,,,,,,,,,
TMSB4X,thymosin,beta,4,X-linked,Approved,TMSB4,TB4X,Xp22.2,NM_021109,,,,,,,,,,,,,,,
TMSB4XP7,TMSB4X,pseudogene,7,Approved,TMSL7,Xq23,NG_002997,,,,,,,,,,,,,,,,,
TMSB4Y,thymosin,beta,4,Y-linked,Approved,TB4Y,Yq11.221,AF000989,NM_004202,,,,,,,,,,,,,,,
TMSB10P2,thymosin,beta,10,pseudogene,2,Approved,Xp22.13,,,,,,,,,,,,,,,,,
TMSB15A,thymosin,beta,15A,Approved,TMSL8,TMSNB,Xq22.1,D82345,NM_021992,,,,,,,,,,,,,,,
TMSB15B,thymosin,beta,15B,Approved,MGC39900,Xq22.2,NM_194324,,,,,,,,,,,,,,,,,
TMSB15B-AS1,TMSB15B,antisense,RNA,1,Approved,Xq22.2,NR_146556,,,,,,,,,,,,,,,,,
TMSB15C,thymosin,beta,15C,Approved,Xq22.2,,,,,,,,,,,,,,,,,,,
TNIP2P1,TNIP2,pseudogene,1,Approved,Xp11.4,NR_027761,,,,,,,,,,,,,,,,,,
TNM,symbol,"withdrawn,",see,[HGNC:8117](/data/gene-symbol-report/#!/hgnc_id/HGNC:8117),Symbol,Withdrawn,Xq25,,,,,,,,,,,,,,,,,
TNMD,tenomodulin,Approved,"myodulin,","ChM1L,","tendin,","TEM,",BRICD4,Xq22.1,AF191770,NM_022144,,,,,,,,,,,,,,
TNPO3P1,TNPO3,pseudogene,1,Approved,Xq23,NG_022629,,,,,,,,,,,,,,,,,,
TNR1,Turner,syndrome,1,Entry,Withdrawn,X,,,,,,,,,,,,,,,,,,
TNRC8,symbol,"withdrawn,",see,[HGNC:1497](/data/gene-symbol-report/#!/hgnc_id/HGNC:1497),Symbol,Withdrawn,TNRC8,CAGH39,Xp11.4,,,,,,,,,,,,,,,
TOMM20P4,TOMM20,pseudogene,4,Approved,Xq13.2,,,,,,,,,,,,,,,,,,,
TOMM22P1,TOMM22,pseudogene,1,Approved,Yq11.223,,,,,,,,,,,,,,,,,,,
TOMM22P2,TOMM22,pseudogene,2,Approved,Yp11.31,,,,,,,,,,,,,,,,,,,
TPM2P1,TPM2,pseudogene,1,Approved,Xq26.3,NG_026892,,,,,,,,,,,,,,,,,,
TPMTP3,thiopurine,S-methyltransferase,pseudogene,3,Approved,Xp11.22,,,,,,,,,,,,,,,,,,
TPMTP4,thiopurine,S-methyltransferase,pseudogene,4,Approved,Xq21.2,,,,,,,,,,,,,,,,,,
TPT1P13,TPT1,pseudogene,13,Approved,Xq25,,,,,,,,,,,,,,,,,,,
TPT1P14,TPT1,pseudogene,14,Approved,Xp22.2,,,,,,,,,,,,,,,,,,,
TPT1P15,TPT1,pseudogene,15,Approved,Xq13.1,,,,,,,,,,,,,,,,,,,
TPTE2P4,TPTE2,pseudogene,4,Approved,Yq11.23,,,,,,,,,,,,,,,,,,,
TRAPPC2,trafficking,protein,particle,complex,subunit,2,Approved,SEDL,"TRS20,","SEDT,","MIP-2A,","ZNF547L,",hYP38334,Xp22.2,AF157061,NM_014563,,,,,,,,
TRAPPC2LP1,TRAPPC2L,pseudogene,1,Approved,Xq13.1,NG_026716,,,,,,,,,,,,,,,,,,
TRAPPC2P3,trafficking,protein,particle,complex,2,pseudogene,3,Approved,SEDLP3,Yq11.222,AC007742,NG_004636.1,,,,,,,,,,,,
TRAPPC2P4,trafficking,protein,particle,complex,2,pseudogene,4,Approved,SEDLP4,Yq11.23,AC007965,NG_004755.2,,,,,,,,,,,,
TRAPPC2P5,trafficking,protein,particle,complex,2,pseudogene,5,Approved,SEDLP5,Yq11.23,AC010682,NG_004755.2,,,,,,,,,,,,
TRAPPC2P6,trafficking,protein,particle,complex,2,pseudogene,6,Approved,SEDLP6,Yq11.23,AC009235,,,,,,,,,,,,,
TRAPPC2P7,trafficking,protein,particle,complex,2,pseudogene,7,Approved,SEDLP7,Yq11.222,AC007379,NG_004636.1,,,,,,,,,,,,
TRAPPC2P8,trafficking,protein,particle,complex,2,pseudogene,8,Approved,TRAPPC2P3B,Yq11.222,,,,,,,,,,,,,,
TRAPPC2P9,trafficking,protein,particle,complex,2,pseudogene,9,Approved,TRAPPC2P4B,Yq11.223,NG_004755,,,,,,,,,,,,,
TRAPPC2P10,trafficking,protein,particle,complex,2,pseudogene,10,Approved,TRAPPC2P5B,Yq11.23,NG_004755,,,,,,,,,,,,,
TRAPPC13P1,trafficking,protein,particle,complex,13,pseudogene,1,Approved,Xq13.3,,,,,,,,,,,,,,,
TRE-CTC18-1,tRNA-Glu,(CTC),18-Jan,Approved,TRNAE37P,tRNA-Glu-CTC-18-1,Xp11.22,HG983776,,,,,,,,,,,,,,,,
TREX2,three,prime,repair,exonuclease,2,Approved,Xq28,AF151107,NM_080701,,,,,,,,,,,,,,,
TRI-GAT1-1,tRNA-Ile,(anticodon,GAT),1-Jan,Approved,TRNAI7,tRNA-Ile-GAT-1-1,Xp22.33,HG983860,,,,,,,,,,,,,,,
TRI-GAT1-2,tRNA-Ile,(anticodon,GAT),1-Feb,Approved,TRNAI3,tRNA-Ile-GAT-1-2,Xp22.33,HG983861,,,,,,,,,,,,,,,
TRI-GAT1-3,tRNA-Ile,(anticodon,GAT),1-Mar,Approved,TRNAI26,tRNA-Ile-GAT-1-3,Xp22.33,HG983862,,,,,,,,,,,,,,,
TRIM60P1Y,tripartite,motif,containing,60,pseudogene,"1,",Y-linked,Approved,TRIM60PY1,TRIM60P1,Yp11.2,,,,,,,,,,,,,
TRIM60P2Y,tripartite,motif,containing,60,pseudogene,"2,",Y-linked,Approved,TRIM60PY2,TRIM60P2,Yp11.2,,,,,,,,,,,,,
TRIM60P3Y,tripartite,motif,containing,60,pseudogene,"3,",Y-linked,Approved,TRIM60PY3,TRIM60P3,Yp11.2,,,,,,,,,,,,,
